oare_id,sentence_uuid,transliteration,transliteration_with_annotations,translation
4c32e34e-79ea-4529-bb6b-2050e2fdcdc0,,um-ma en-na-sú-in-ma a-na en-um-a-šùr qí-bi₄-ma a-ḫi a-ta a-ma-kam tí-ir-tí a-ṣé-er i-tur₄-DINGIR i-li-kam a-dí a-wa-tim ša ma-šu-ḫa-ku-ni ù a-ta a-na i-tur₄-DINGIR pu-nu-ma ú i-na ša-ḫa-tí-šu i-zi-iz-ma šu-ma a-wa-tum i-sí-ú i-zi <gap> šu-ma lá i-<gap>-ší <gap> me-et ni <gap> me <gap> i-<gap> um-ma <gap> le-qé-a-ma <gap> lá a-na <gap> ba-lá-ṭí <gap> i <gap> gi-mì-lam <gap> i-na ṣé-ri-a šu-ku-un,,"From Enna-Suen to Ennam-Aššur: My dear brother, my message came to Itūr-ilī there concerning the matter where I have been treated badly. You too should turn to Itūr-Ilī and assist him, and if they have called a lawsuit <gap> Do me a great favour."
4c37b764-d3cf-4532-8655-ed66a98fc370,,a-la-ḫu-um a-na i-na-sú-in iṣ-ba-at-ni-a-tí-ma ṭup-pá-am ša ku-nu-uk i-na-sú-in ša 20 ma-na KÙ.BABBAR a-la-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu i-na-sú-in ki-ma a-šur-ma-lik DUMU a-lá-ḫi-im um-me-a-ni-šu a-wa-tim ú-ga-me-ru-ma ša 20 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu a-lá-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu šu-ma ma-ma-an a-na a-lá-ḫi-im i-tù-a-ar i-na-sú-in ki-ma a-šur-ma-lik um-me-a-ni-šu a-na KÙ.BABBAR ù ṣí-ba-tí-šu a-lá-ḫa-am ú-bu-bu-ú ṭup-pá-am ša ku-nu-uk i-na-sú-in ša a-lá-ḫa-am a-na KÙ.BABBAR ù ṣí-ba-tí-šu ú-bu-bu-ú a-lá-ḫu-um a-na i-na-sú-in i-dí-in-ma i-du-uk ù ṭup-pá-am ša 20 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu a-lá-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu i-na-sú-in ṭup-pá-am a-na a-lá-ḫi-im i-dí-ma i-du-uk IGI ṭá-bi₄-a-šur DUMU a-lá+lá-<gap> IGI du-um-qí-a DUMU a <gap> ša ku-zu-za-ri-im ù a-lá-ḫi-im <gap>,,"Ali-ahum seized us against Enna-Suen, and concerning a tablet sealed by Enna-Suen stating that Ali-ahum owes 20 minas of silver to Iṣmid-ilum-that Enna-Suen settled the matter on behalf of his investor Aššur-malik son of Ali-ahum, so that with respect to the 20 minas of silver plus interest for which Ali-ahum was indebted to Iṣmid-ilum-if anyone raises claim against Ali-ahum, Enna-Suen will clear Ali-ahum for the silver and interest on behalf of his investor Aššur-malik. Ali-ahum gave a tablet sealed by Enna-Suen, stating that he will clear Ali-ahum for the silver and interest to Enna-Suen, and he has invalidated it; also, the tablet stating that Ali-ahum owes 20 minas of silver plus interest to Iṣmid-ilum-Enna-Suen gave (that) tablet to Ali-ahum and he has invalidated it. Witnessed by Ṭāb-Aššur son of Al <gap> , by Dumqiya son of <gap> Concerning Kuzuzārum and Ali-ahum."
4d27d98e-ac3c-4bad-9339-b92edb50f137,,um-ma i-na-a a-na zu-zu ú PUZUR₄-a-šùr qí-bi₄-ma a-na zu-zu qí-bi₄-ma ṭup-pá-kà ḫa-ar-ma-am ša ⅔ ma-na KÙ.BABBAR a-na-kam ú-kà-al a-ḫi a-ta a-ma-kam bu-za-num ki-ma i-a-tí KÙ.BABBAR a-na bu-za-nim dí-in-ma ša ki-ma ku-wa-tí šu-up-ra-ma ṭup-pá-kà li-iṣ-bu-tù a-na 1 MU.ŠÈ ša-qá-lam qá-bi₄-a-tí 25 MU.ŠÈ iš-tù li-mì-im i-ku-pí-<gap>,,"From Innaya to Zuzu and Puzur-Aššur; to Zuzu: I hold your certified tablet here concerning ⅔ mina of silver. My dear brother, Buṣānum represents me there. Give the silver to Buṣānum and write to your representatives that they should seize your tablet. You promised to pay within one year. 25 years have passed since the eponymy of Ikuppī <gap>"
4d4adb79-887e-4b0c-8231-a22d7a4a92a3,,KIŠIB a-mur-IŠTAR a-na kà-lá-mu-ur,,Seal of Amur-Ištar; to Kalamur.
4d7f18ad-ce04-48de-b689-e59df95098b6,,<gap> a-ḫi a-ta 4 ⅔ ma-na KÙ.BABBAR a-na ša ki-ma i-a-tí <gap> lá a-kà-ša-dam-ma li-bi lá ú-ša-am-ra-aṣ ší-im KÙ.GI ša ik-ri-bi ša ta-ta-wu IGI kur-ub-IŠTAR DUMU PUZUR₄-ì-lí IGI <gap> DUMU a-šur-SIPA ku-nu-tí <gap> i-na-pá-al ḫi <gap> lá ú-ša-bi₄ <gap> mì-nam ší-<gap> ta-šé-e <gap> úṣ-ú-<gap> i-dí-<gap> ga <gap> DUMU lu-zi-na <gap> i-na li-bi₄ e-ṣí-im šu-uk-na-šu-ma,,"<gap> My dear brother, I shall not achieve the 4 ⅔ minas of silver for my representatives but he shall not make me angry. As to the price of the gold from the votive offering that you mentioned, witnessed by Kurub-Ištar son of Puzur-ilī, by <gap> son of Aššur-rē’ī, he will balance with you. <gap> he did not pay in full <gap> Why do you sue <gap> ? <gap> Luzina’s son <gap> Put it within the firewood and <gap>"
4db63f91-70d7-44cc-8752-26f1b22ae4cc,,a-na tám-kà-ri-im qí-bi-ma um-ma šu-IŠTAR-ma 6 ANŠE.ḪI.A ṣa-lá-mì ù ú-nu-sú-nu na-ru-qá-tim i-lá-tim {d}UTU-ba-ni ù e-nu-um-iš-ta-ru-um i-ra-dí-ú-ni-ku-um 2 GÍN KÙ.BABBAR 3 ½ ma-na a qá-tí-šu-nu a-ḫa-ma sà-ḫa-ar-tám,,"To the merchant from Šu-Ištar: Šamaš-bāni and Eništarum lead 6 black donkeys and their harness, sacks and containers, to you. 2 shekels of silver (and) 3 ½ minas (of copper) for their expenses, plus small goods."
4dca36ca-2496-4554-9d82-d90ef27cad50,,KIŠIB ša-lim-a-šùr DUMU i-sú-rik₁₃ a-na en-um-a-šùr DUMU ú-zu-a ḫa-na-a i-dí-ku-bi₄-im a-šur-i-mì-tí DUMU du-dí-ki en-um-a-šùr ù a-lá-ḫi-im,,"Sealed by Šalim-Aššur son of Issu-arik; to Ennam-Aššur son of Uzuwa, hannaya, Iddin-Kūbum, Aššur-imittī son of Dudiki, Ennam-Aššur and Ali-ahum."
4e0c37eb-f8b0-45ed-9bdd-7ecd8dff4b0b,,a-na a-dí-da a-la-ḫi-im ú ù-ku-ú qí-bi₄-ma um-ma PUZUR₄-a-šùr-ma i-na 21 ṣú-ba-tí ša li-bi₄-ni ub-la-ni 1 ṣú-ba-ta-am ša a-ki-dí-i a-na IŠTAR-la-ma-sí a-ša-at a-la-ḫi-im dí-na 4 ma-na AN.NA-ku-um ku-nu-ki-a ú-ku-ú na-áš-a-ku-nu-tí AN.NA-kam a-na ší-mì-im dí-na-ma šu-ma e-ma-ra-am iḫ-ta-ša-aḫ ša-ma-šu-um ṣú-ba-tí-ša ša li-bi₄-ni ub-la-ni 13 ṣú-ba-tí ša e-zi-bu-ú ku-nu-ki-a a-na ú-ku-ú dí-na-ma lu-ub-la-am i-na 4 ma-na AN.NA-ki-im ša ú-ku-ú ub-la-ni e-ma-ra-am ša-ma-ma-a ší-ta <gap>-am me-nu-ni-a-ni ša ma-ma-a ú-ku-ú a-na dur₄-ḫu-mì-it lu-ub-lam 3 ⅙ GÍN KÙ.BABBAR a-šur-i-dí DUMU a-mur-a-šur 2 ⅓ GÍN KÙ.BABBAR ša-pá-ar-tim ša a-da-da a ša e-zi-bu-ú 2 GÍN wa-al-dí-lu-um mì-ma a-ni-im a-na qá-tí-šu dí-na-šu-um,,"To Adida, Ali-ahum and Uku from Puzur-Aššur: Of the 21 textiles in our posession that he brought give 1 Akkadian textile to Ištar-lamassī, Ali-ahum’s wife. Uku brings you 4 minas of tin under my seal. Sell the tin and buy him a donkey if he has asked for one. As to her textiles in our possession that he brought, the 13 textiles that they left, give them to Uku under my seal so he may bring them. Buy a donkey with the 4 minas of tin that Uku brought and let Uku bring two <gap> menuniānus from Mamma to Durhumit. 3 ⅙ shekels of silver: Aššur-idī son of Amur-Aššur; 2 ⅓ shekels of silver, Adada’s security for what they left; 2 shekels: Waldi-ilum-give him all this."
4e59ac16-6934-4409-97de-fd95e7bbad45,,1 ma-na KÙ.GI 8 ma-na KÙ.BABBAR ni-is-ḫa-at KÙ.BABBAR ù KÙ.GI i-na a-lim{ki} sú-in-na-da i-da-an ša-du-a-sú ša-bu ša en-num-a-šur DUMU sú-in-na-da ša qá-tí ša-ak-na-at-ni a-na sú-in-na-da áp-qí-id-ma a-ṣé-er Ì-lí-a ù en-num-a-šur ú-bi-il₅ ší-ma-am i-ša-ú-mu-ma KÙ.BABBAR-pí uš-ta-ba IGI šu-ku-bi-im IGI PUZUR₄.SA.TU IGI a-šur-DU₁₀ DUMU en-na-ma-nim,,"1 mina of gold, 8 minas of silver-Suen-nādā will give the import duty for the silver and gold in the City-its transport tariff paid-belonging to Ennam-Aššur son of Suen-nādā, on which I have lodged a claim, I have entrusted to Suen-nādā and he brought it to Iliya and Ennam-Aššur."
4e8411da-5198-451c-bdef-bf6477f79a03,,um-ma ku-zi-zi-a a-šur-ma-lik ù a-mur-IŠTAR a-na a-lá-ḫi-im qí-bi-ma i-na 20 TÚG.ḪI.A 5 TÚG.ḪI.A a-na 5 GÚ 50 ma-na URUDU ší-ki-im ù 1 TÚG a-na 3 ⅓ GÍN KÙ.GI ku-zi-zi-a i-dí-in 2 TÚG.ḪI.A a-na 1 GÚ 10 ma-na URUDU ma-sí-im a-mur-IŠTAR i-dí-in 6 TÚG.ḪI.A a-na 2 ⅓ ma-na 4 GÍN KÙ.BABBAR ni-dí-in i-na ŠÀ.BA 1 ma-na KÙ.BABBAR šu-ḫu-bur ub-lá-ku-um 2 ⅓ ma-na 4 GÍN KÙ.BABBAR ku-nu-ki-ni ù 3 ⅓ GÍN KÙ.GI ku-nu-ki ša ku-zi-zi-a a-zu na-áš-a-kum ší-tí URUDU 5 GÚ 12 ma-na URUDU a-mur-IŠTAR ú ì-lí-áš-ra-ni sú-ub-ra-am iš-ú-mu-ma a-na du-ur-ḫu-mì-it i-ta-al-ku a-ma-kam lu-ba-li-ṭá-kum 5 ma-na URUDU a-na ša TÚG.ḪI.A ub-lá-ni a-na ma-ri-it-ḫi-im a-mur-IŠTAR i-dí-in ší-tí TÚG.ḪI-ba-tí-kà 6 a-zu na-áš-a-kum ṣú-ba-tù-kà gám-ru-ni-kum 2 GÚ URUDU ší-ku-um ší-im 4 TÚG.ḪI.A ša en-um-a-šur i-na li-bi₄ ku-zi-zi-a,,"From Kiziziya, Aššur-malik and Amur-Ištar to Ali-ahum: Kiziziya has sold 5 textiles out of the 20 textiles for 5 talents of 50 minas of šikku-copper and 1 textile for 3 ⅓ shekels of gold; Amur-Ištar sold 2 textiles for 1 talent 10 minas of washed copper; we sold 6 textiles for 2 ⅓ minas 4 shekels of silver under our seals and 3 ⅓ shekels of gold under Kuziziya’s seal. The rest of the copper is 5 talents 12 minas. Amur-Ištar and Ilī-ašrannī has bought a slave and have left for Durhumit. He should credit it to you there. Amur-Ištar gave 5 minas of copper to the one who brought the textiles to Marithum. Azu brings you the rest of your textiles: 6 pieces. Your textiles have been sold for you. 2 talents of šikku-copper, the price of 4 textiles belonging to Ennam-Aššur, is in Kuziziya’s possession."
4ecd0907-df65-49d2-81e7-1e46529a0542,,<gap> GÍN KÙ.BABBAR šu-IŠTAR a-na ḫa-mu-uš-tim ḫa-bu-ul-ma KÙ.BABBAR i ra-mì-ni-a a-na ḫa-mu-uš-tim áš-qúl,,"Šu-Ištar owed <gap> shekel of silver to the week-eponym, and I paid the silver personally to the week-eponym."
4edd521f-0dd8-41ec-8e2a-f6635e8c79a4,,4 GÍN KÙ.BABBAR a-na a-ša-at a-mur-IŠTAR a-dí-in,,I gave 4 shekels of silver to Amur-Ištar’s wife.
4f5b30bb-cf10-4e98-b5d3-f6f23c507ece,,um-ma ma-ma-ḫi-ir-ma a-na en-nam-a-šur qí-bi₄-ma 1 GÚ 20 ma-na URUDU ma-sí-am SIG₅ a-ni-na DUMU a-šur-be-el-a-wa-tim ub-lam ṭup-pu-šu a-na a-bi₄-kà e-zi-ib ù a-na-ku 1 ma-na 10 GÍN KÙ.BABBAR ḫa-bu-lá-ak-šu-um 1 ma-na 10 GÍN KÙ.BABBAR ku-nu-ki-a šé-lu-um-ar-dí na-áš-a-kum a-ma-kam a-ni-na URUDU ú ṣí-ba-sú li-iš-qú-lá-kum-ma <gap> KÙ.BABBAR ú ṣí-ba-sú šu-qú-ul-ma URUDU <gap> ma-na <gap> GÍN KÙ.BABBAR <gap> SIG₅-pì-a-šur ù <gap> ku <gap> um-ma a-mur-IŠTAR-ma 1 TÚG <gap> ma-na.TA áš ku <gap> kà ni-dí-in a-ma-kam URUDU SIG₅-pì-a-šur li-iš-qú-lá-kum i-na {d}UTU-ši ṭup-pì ta-ša-me-ú tí-ib-a-ma a-tal-kam ù lu ni-iz-ku ša 11 GÚ URUDU SIG₅ ṭup-pu-šu ḫa-ar-ma-am ša DU₁₀-ṣí-lá-a-šur a-na a-bi₄-kà <gap> tí kà ta ni <gap>,,"From Man-mahir to Ennam-Aššur: Annina son of Aššur-bēl-awātim brought 1 talent 20 minas of washed fine copper. He left his tablet for your father. Also, I personally owe him 1 mina 10 shekels of silver. Šalim-wardī brings you the 1 mina 10 shekels of silver under my seal. Have Annina pay you the copper and its accrued interest there, and the <gap> silver and its accrued interest, and <gap> the copper <gap> minas <gap> shekels of silver <gap> Damiq-pī-Aššur <gap> Amur-Ištar said: We sold 1 textile worth <gap> mina <gap> Let Damiq-pī-Aššur pay you the copper there. The very day you hear my letter you should set out and come and then let us settle accounts. For 11 talents of good copper <gap> the certified tablet that Ṭāb-ṣill-Aššur <gap> to your father <gap>"
4fa25c42-16fa-49d9-836c-d47137b46979,,2 ma-na 8 GÍN KÙ.BABBAR e-lá-ma ù ša-lim-a-ḫu-um ½ ma-na 3 ½ GÍN e-lá-ma i-na ILLAT id-na-a ì-lí-a-lim ù a-šùr-i-dí i-na É.GAL-lim na-ad-ú 4 ⅔ ma-na e-lá-ma ù a-la-ḫu-um i-na ILLAT lá-qé-ep DUMU qá-a-tim na-ad-ú 2 ½ ma-na 8 GÍN e-lá-ma ḫi-na-a ù a-šùr-kà-ší-id i-na ILLAT šu-a-nim ad-mu-ú 15 ¼ GÍN e-lá-ma i-na ILLAT a-lá-ḫi-im ù bu-zi-a a-dí-im 2 ma-na 8 sa e-lá-ma i-na ILLAT a-zu-za ù a-šùr-iš-tí-kál a-dí-im 4 ma-na LÁ 2 GÍN i-na ILLAT pu-šu-ke-en₆ ad-ma-ku <gap> a-ḫa-ma 13 GÍN i qá-tí lá-qé-ep a-lá-qé ša 2 ¾ TÚG ku-ta-nim ⅚ ma-na 5 GÍN KÙ.BABBAR i-na ILLAT-at en-um-a-šùr DUMU ba-sá-sá ù {d}en-LÍL-ba-ni i-na É.GAL-lim e-lá-ma a-dí-im,,"2 minas 8 shekels of silver (of) Elamma and Šalim-ahum, 93 ½ shekels (of silver) of Elamma from the caravan of Idnaya, Ilī-ālum and Aššur-idī have deposited in the palace. 4 ⅔ minas Elamma and Ali-ahum have deposited in the caravan of Lā-qēp, son of Qa’atum. 2 minas 38 shekels (of silver) Elamma, hinnāya and Aššur-kašid have as share in the caravan of Šu-Anum. 15 ¼ shekels Elamma has as share in the caravan of Ali-ahum and Buṣiya. 2 minas 8 shekels Elamma has as share in the caravan of Azuza and Iliš-tikal. 4 minas minus 2 shekels I have as share in the caravan of Pūšu-kēn. Separately I will receive 13 shekels from the part of Lā-qēp. For 2 ¾-textiles Elamma is entitled to 55 shekels of silver in the palace from the caravan of Ennam-Aššur, son of Basasa, and from Enlil-bāni."
4fa2a30e-5f0e-43f7-a81a-c118109fc540,,a-bu-ni i-na bu-ul-ṭí-šu 9 TÚG.ḪI.A a-na be-et kà-ri-im na-dí ŠÀ.BA 2 TÚG.ḪI.A ta-áb-lu 7 TÚG.ḪI.A a-na qá-tí a-bi-ni ṭá-ḫu-ú 3 TÚG.ḪI.A 38 ½ ma-na URUDU SIG₅ ší-im-šu-nu a-lá-ḫu-um a-na qá-tí a-bi-ni i-dí 20 ma-na URUDU SIG₅ 1 ½ GÍN 22 ½ ŠE KÙ.TA ù 10 GÍN KÙ.BABBAR a-lá-ḫu-um i-dí,,"Our father deposited 9 textiles at the office of the colony while he was alive. Of that 2 textiles have been taken away. 7 textiles are transferred to our father’s account. Ali-ahum deposited 3 textiles at the price of 38 ½ minas of good copper on our father’s account. Ali-ahum deposited 20 minas of good copper, at the rate in silver 1 ½ shekel 22 ½ grains, plus 10 shekels of silver."
4ff5b1df-abae-4b3c-a1eb-2a0e3db160ab,,lá tù-šé-bi-lá-ma a-dí a-we-LAM ba-al-ṭù iš-tí-šu lá a-na-me-er lu-qú-tí-kà ba-tí-iq ú-tù-ur a-da-a-ma ú KÙ.BABBAR ma-lá i-na ba-a-ba-tí-kà a-ma-ḫu-ru lá-li-kam-ma a-ma-kam e-né-kà lá-a-mu-ur iš-tí-kà lá+lá-<gap> ú i-na re-ší-kà lá-zi-iz iš-tù a-na i-dí-im a-mì-im lá e-ru-bu a-bi a-ta mì-ma li-ba-kà lá i-lá-mì-in a-na ša URUDU ší-kam ú ma-sí-am né-pé-ša-am a-né-pé-ší-im ú-ru-ú-ni gi-mì-li-a ta-aḫ-bu-lu-šu-ni lá ša ší mu ni,,"<gap> you sent to me and I shall not meet with the man while he is (still) alive. I shall sell your goods at any price and then I shall come (with) what silver I receive from your outstanding claims, and I shall see your eye there, <gap> with you and serve you. Although I did not reach that realisation, my dear father, do not be angry. Since they bring šikku-copper and washed copper, one package after another, you owe him favours for me <gap>"
501fcd28-005c-4604-9791-c77f638c0d46,,um-ma šu-be-lúm-ma a-na lá-qé-ep ú a-lá-ḫi-im qí-bi-ma 15 TÚG ṣú-ba-tí wa-ší-ib-ru-ba-ni na-áš-a-ku-nu-tí 2 ma-áš-ku-nu <gap>-5 GÍN KÙ.BABBAR ig-ri-šu dí-na-šu 20 ma-na SÍG.ḪI.A ša ša-zu-a a-na i-sú-ri-ik dí-na-ma a-na ḫu-ur-ší-kà lu-bi-il₅ 4 GÍN KÙ.BABBAR ša-lim-be-lí ša-dí-na 1 GÍN KÙ.BABBAR dì-na-ma sà-ḫi-ir-tám ša-ma-šu-um,,"From Šu-Bēlum to Lā-qēp? and Ali-ahum: Wašibru-bāni brings you 15 textiles (and) 2 covers. Give him his wages, <gap>-5 shekels of silver. Give 20 minas of wool belonging to Šazuwa to Issu-arik and let him bring it to your store-room. Make Šalim-bēli give 4 shekels of silver. Give 1 shekel of silver and buy small goods for him."
507d179f-f4eb-40c6-8781-4ccb2050cad3,,um-ma ša-lim-a-šùr-ma a-na a-šùr-iš-tí-kál en-na-nim en-um-a-šùr DUMU ú-zu-a ù en-um-a-šùr qí-bi-ma i-nu-mì 17 GÍN.TA i-zi-zu 15 GÍN.TA a-na-ku áš-a-am AN.NA za-ku a-ḫu-ú-a a-tù-nu i-na ša-ḫa-at ṣú-ḫa-ri-im i-zi-za-ma AN.NA ù TÚG.ḪI.A ki-ma KÙ.BABBAR 1 ma-na tù-šé-lá-a-ni-ni ep-ša-ma KÙ.BABBAR pá-ni-a-ma šé-bi-lá-nim ù iš-tí ší-tí KÙ.BABBAR ša lu-qú-tí-a lu KÙ.BABBAR ša ba-a-ba-tí-a en-um-a-šùr lu-za-ki-a-ma lu 5 <gap> ḫa-ra-ni er-sú-a-at a-ḫu-a a-tù-nu iḫ-da-ma ḫa-ra-nam a-na ṣú-ḫa-ri-im dí-na-ma ù i-a-tí ḫa-ra-nam dí-na-nim 1 li-im 8 me-at 50 URUDU iš-tí ma-ar ša-té-a ú ru-tí-a ša zi-da-ni 15 ḫi-dim KÙ.KI ù 1 ma-na 5 ḫi-dim KÙ-<gap> iš-tí a-nu-gu-tí <gap> KÙ.GI iš-tí a-lá-ḫi-im <gap> ša-pí-ri-im ša <gap> KÙ.BABBAR lá-qé en-um-a-šùr ù a-lu-wa lu-uk-ta-i-nu-šu 1 ½ ma-na KÙ.BABBAR ù 3 ḫi-dim KÙ.GI iš-tí na-na-ḫi a-ṣé-er <gap> 1 ½ ma-na KÙ.BABBAR iš-tí ḫu-la-na-a <gap> ša-du ma-tí-im 1 ma-na 3,,"From Šalim-Aššur to Aššuriš-tikal, Ennānum, Ennam-Aššur son of Uzuwa and Ennam-Aššur: When the price (for tin) stood at 1:17 I bought at 1:15; the tin is cleared. My dear brothers, assist the servant and act for the tin and textiles in such a way that you realise every last mina of silver for me, and then send the silver to me as soon as possible. And let Ennam-Aššur clear it together with the rest of the silver from my goods and the silver from my outstanding claims <gap> My caravan is ready. My dear brothers, take care to give a caravan to the servant, and then give me a caravan as well. 1850 minas of copper owed by Šāt-Ea’s son and Rutiya from Zidani. 15 beads of gold and 1 mina, 5 beads of <gap> owed by Anuguti. <gap> gold owed by Ali-Ahum <gap> the controller of <gap> the silver has been received. Let Ennam-Aššur and Aluwa confirm (it to) him. 1 ½ mina of silver and 3 beads of gold owed by Nanahi on top of <gap> 1 ½ mina of silver owed by hulana <gap> the <gap> of the land; 1 mina and 3 beads of silver owed by Šubrum, the king’s fuller. 1 mina of silver owed by Šu-Suen son of Akuza. 44 ½ minas of copper owed by Tu’imum. <gap> 25 minas of copper and 5 beads of gold owed by Apdagi’s slave. 50 minas of copper owed by the mother of hatranani. I offered him 1 donkey for sale, and I brought 2 as an entrance gift to him. With hirdu <gap> and let Ennam-Aššur take care to produce hirdu’s silver. Then you yourselves take what tin and textiles there is to take, and deposit a corresponding amount in silver and send Aluwa as soon as possible with them. <gap> my journey is ready. <gap> of my servant and <gap> When you hear my letter, you must <gap> there <gap> send <gap> with the silver <gap> Bēlum-bāni and Šalim-wardī with Ennam-Aššur <gap>"
508f160f-9e73-43b3-a19f-80c05f246e21,,KIŠIB du-du-li GAL ma-ḫi-ri-im KIŠIB šu-pì-aḫ-šu KIŠIB lu-ḫu-du-ma-an KIŠIB šu-pì-aḫ-šu KIŠIB ba-ba-ší-ba ša 3 ANŠE ší-im-tí ba-ba-ší-ba ù šu-pì-aḫ-šu ú-ta-ru-ni-ni-ma 2-ma-na KÙ.BABBAR a-al-DU₁₀ i-ša-qú-lu-ni šu-ma ANŠE ší-im-tí la ú-ta-e-ru-ni 2 ma-na KÙ.BABBAR ba-ba-ší-ba ù šu-pì-aḫ-šu i-ša-qú-lu,,"Seal of Duduli, head of the market, seal of Šuppiahšu, seal of Luhuduman, seal of Šuppiahšu, seal of Babašiba,"
50c9febd-f976-492f-83b9-7d8841a0e11b,,um-ma ša-lim-a-šùr-ma a-na i-ku-pí-a ù en-um-a-šùr qí-bi-ma a-šu-mì ṭup-pí na-áš-pá-ra-tim me-eḫ-ri ša ta-áš-pu-ra-ni ku-lu ṭup-pu-ku-nu IGI a-lim{ki} i-ší-ik-nu-ma a-lu-um iš-ta-me-šu-nu-ma ù dí-nam i-dí-in-ma <gap> a-lim{ki} ṭup-pá-am ša a-lim{ki} ša-lim-IŠTAR ší-ip-ru-um a kà-ri-im na-ší ša ki-ma <gap> ša-mì-um a-šu-mì <gap> ta ú a-pu-tum iḫ-da-ma ki-ma ša-lim-IŠTAR i-na kà-ni-iš e-ru-ba-ni ṭup-pá-am ša dí-in a-lim{ki} IGI kà-ri-im li-iš-ku-un-ma <gap> iḫ-da-ma <gap> dí-na-ma <gap> a-ta <gap> ta-ša-me-a-ni <gap>-ra-nim <gap>-ma <gap> ša a-lim{ki} <gap> kà <gap>-al <gap> ší-bu-um <gap> bu-um <gap> a-li <gap> li-li-kam-ma <gap> a-dí <gap>-im <gap> wa-ša-áb-ma <gap> ta-ṭá-ra-da-ni-šu ṭup-pì ša 1 GÚ KÙ.BABBAR ša É ú-ṣur-ša-a-šur tù-šé-li-a-ni <gap>,,"From Šalim-Aššur to Ikūn-pīya and Ennam-Aššur: Concerning the tablets, missives and copies you wrote me about, all your tablets have been placed before the City assembly and the City has heard them and passed a verdict, that <gap> of the City, Šalim-Ištar, the envoy, carries the tablet of the City to the colony, stating that <gap> the one who hears because of <gap> Urgent, when Šalim-Ištar enters into Kanesh he must place the tablet with the verdict of the City before the colony, and <gap>. Take care <gap> give <gap> you hear <gap> which you sent to me, and you produced my tablet for 1 talent of silver from Uṣur-ša-Aššur’s house <gap>"
5105200e-a276-48f7-af73-73eb0c1fd657,,2 GÍN KÙ.BABBAR a-zu 4 GÍN KÙ.BABBAR šu-ku-bu-um me-ra-šu 4 GÍN KÙ.BABBAR a-šur-DU₁₀ DUMU kàr-ri-a 5 GÍN KÙ.BABBAR MAR.TU-ba-ni 5 GÍN KÙ.BABBAR ili₅-ba-ni 3 GÍN a-mur-IŠTAR 5 GÍN i-ku-num 5 GÍN ì-lí-iš-tí-kál 2 GÍN a-šur-i-mì-tí DUMU i-ku-a 5 GÍN i-tur₄-DINGIR ½ GÍN KÙ.GI ku-bu-ur-ší-num šu-be-lúm DUMU a-gu-a 1 ½ GÍN a-šur-dan DUMU zu-ú-a ri-ik-sú ša šu-nu-nu i-ba-ší,,"2 shekels of silver: Azu; 4 shekels of silver: Šu-Kūbum, his son;"
5105205d-d8ba-4f5f-a3d2-780babfa7494,,a-na e-lá-ma qí-bi-ma um-ma a-šùr-SIPA-ma ta-áš-pu-ra-am um-ma a-ta-ma ṭup-pé-e na-áš-pá-ra-tim ša iš-tù a-lim{ki} tù-šé-ṣí-a-ni šé-bi-lam ṭup-pé-e na-áš-pá-ra-tim ša da-dí-a ù en-um-a-šùr šu-mì-a-bi-a na-áš-a-kum ṭup-pu-um ša ṣú-ḫa-ar-tim i-li-kam um-ma ší-it-ma a mì-nim ṭup-pá-am lá i-dí-na-kum a-ta <gap>-um a-lik-ma <gap>-tù at-wu-šu-um iš-tù ITU.3.KAM áš-pu-ra-kum um-ma a-na-ku-ma KÙ.BABBAR še-bi-lam šu-ma a-bi a-ta 1 ù 2 ma-na KI a-li-ki-im pá-nim-ma šé-bi-lam-ma šu-qá-al-kà lá i-pá-ṭá-ar-ma ù li-ba-kà lá i-lá-mì-in da-a-tum ma-ri-iš-tum ik-šu-ud-ni-a-tí,,"Say to Elamma, thus Aššur-rē’ī: You wrote me as follows: ’Send me the tablets with letters that you took along from the City’. Šumi-abiya is on his way with the tablets with letters of Dadiya and Ennam-Aššur. A letter of the girl here in which she wrote: ’Why did you the tablet? You <gap> go and <gap> talk with him!’ I wrote you three months ago asking, send me silver! Please, my father, send me <gap> two minas with the next caravan, lest your packet (of tin) is opened and you get angry. We have incurred a terribly heavy road-tax."
51293c64-1f58-4297-b01f-26850334091c,,2 me-at 70 áb-na-am e-pí-iq ša ú-nu-qí-im ra-bi-tám i-ṣé-er ḫa-bu-a-la bu-li-na ù kà-lu-a en-nam-a-šur i-šu ú áb-na-am a-na bé-tí-šu i-ša-du-du-nim IGI ni-ki-li-it-UḪ.ME DUMU a-ra-wa IGI PUZUR₄.IŠTAR DUMU a-šur-ta-ak-lá-ku IGI du-li-a IGI ku-ku-wa na-pá-ḫi-im,,"habuala, Bulina and Kaluwa owe 270 stones <gap> large, to Ennam-Aššur and they must drag the stones to his house. Witnessed by Nikkilet, the priest, son of Arawa, by Puzur-Ištar son of Aššur-taklāku, by Duliya, by Kukuwa, the smith."
